system,nfr,file,changes_before,changes_after
spring-security,Security,PasswordComparisonAuthenticator.java,16,23
spring-security,Security,ServerHttpSecurity.java,55,100
spring-security,Security,AuthenticationConverterServerWebExchangeMatcher.java,6,6
spring-security,Security,BCrypt.java,21,24
spring-security,Security,JwtIssuerAuthenticationManagerResolver.java,5,13
spring-security,Security,JwtIssuerReactiveAuthenticationManagerResolver.java,5,14
spring-security,Security,SessionManagementConfigurer.java,47,67
spring-security,Security,NimbusOAuth2TokenIntrospectionClient.java,3,4
spring-security,Security,AbstractAuthorizeTag.java,14,24
spring-security,Security,OpenSamlAuthenticationProvider.java,2,3
spring-security,Security,OpenSaml4AuthenticationProvider.java,11,13
spring-security,Security,HeadersBeanDefinitionParser.java,27,37
spring-security,Security,RememberMeAuthenticationException.java,8,11
spring-security,Security,DefaultBearerTokenResolver.java,11,14
spring-security,Security,AbstractPreAuthenticatedProcessingFilter.java,6,50
spring-security,Security,CasAuthenticationProvider.java,14,27
spring-security,Security,CasAuthenticationToken.java,16,26
spring-security,Security,CasAuthenticationEntryPoint.java,18,23
spring-security,Security,CasRememberMeAccessDeniedHandler.java,0,0
spring-security,Security,AuthenticationTrustResolverImpl.java,8,10
spring-security,Security,RememberMeAuthenticationToken.java,9,16
spring-security,Security,RememberMeAware.java,0,0
spring-security,Security,OAuth2ClientConfiguration.java,12,21
spring-security,Security,ReactiveOAuth2ClientImportSelector.java,9,15
spring-security,Security,OAuth2AuthorizationContext.java,9,9
spring-security,Security,OAuth2AuthorizedClientProviderBuilder.java,14,14
spring-security,Security,PasswordOAuth2AuthorizedClientProvider.java,10,10
spring-security,Security,PasswordReactiveOAuth2AuthorizedClientProvider.java,11,11
spring-security,Security,ReactiveOAuth2AuthorizedClientProviderBuilder.java,11,11
spring-security,Security,DefaultPasswordTokenResponseClient.java,11,11
spring-security,Security,OAuth2PasswordGrantRequest.java,5,5
spring-security,Security,OAuth2PasswordGrantRequestEntityConverter.java,8,8
spring-security,Security,WebClientReactivePasswordTokenResponseClient.java,6,6
spring-security,Security,ClientRegistration.java,24,64
spring-security,Security,DefaultOAuth2AuthorizedClientManager.java,18,18
spring-security,Security,OAuth2AuthorizedClientArgumentResolver.java,18,22
spring-security,Security,ServerOAuth2AuthorizedClientExchangeFilterFunction.java,25,40
spring-security,Security,ServletOAuth2AuthorizedClientExchangeFilterFunction.java,31,43
spring-security,Security,OAuth2AuthorizedClientArgumentResolver.java,12,16
spring-security,Security,DefaultServerOAuth2AuthorizedClientManager.java,3,3
spring-security,Security,OAuth2AuthorizationCodeAuthenticationProvider.java,5,10
spring-security,Security,OAuth2LoginAuthenticationProvider.java,7,35
spring-security,Security,OAuth2LoginAuthenticationToken.java,5,11
spring-security,Security,ServerHttpSecurity.java,100,100
spring-security,Security,CsrfFilter.java,27,40
spring-security,Security,CsrfToken.java,5,9
spring-security,Security,DefaultCsrfToken.java,4,8
spring-security,Security,CsrfToken.java,1,3
spring-security,Security,CsrfWebFilter.java,18,28
spring-security,Security,DefaultCsrfToken.java,5,8
spring-security,Security,TokenBasedRememberMeServices.java,3,31
spring-security,Security,RedirectorTag.java,0,0
spring-security,Security,AbstractSignCalculator.java,0,0
spring-security,Security,HmacSignCalculator.java,0,0
spring-security,Security,InvalidRedirectException.java,0,0
spring-security,Security,RedirectValidationFilter.java,0,0
spring-security,Security,SignCalculator.java,0,0
spring-security,Security,SignedRedirectHttpServletResponse.java,0,0
spring-security,Security,BCrypt.java,13,24
spring-security,Security,Saml2LoginConfigurer.java,7,36
spring-security,Security,Saml2X509Credential.java,1,13
spring-security,Security,AbstractSaml2AuthenticationRequest.java,4,14
spring-security,Security,Saml2AuthenticationException.java,1,12
spring-security,Security,Saml2AuthenticationRequest.java,1,14
spring-security,Security,Saml2AuthenticationRequestContext.java,1,14
spring-security,Security,Saml2AuthenticationRequestFactory.java,1,12
spring-security,Security,Saml2AuthenticationToken.java,2,12
spring-security,Security,Saml2Error.java,1,10
spring-security,Security,Saml2ErrorCodes.java,1,10
spring-security,Security,Saml2PostAuthenticationRequest.java,3,14
spring-security,Security,Saml2RedirectAuthenticationRequest.java,3,14
spring-security,Security,RelyingPartyRegistration.java,7,40
spring-security,Security,Saml2WebSsoAuthenticationRequestFilter.java,4,34
spring-security,Security,DefaultSaml2AuthenticationRequestContextResolver.java,1,14
spring-security,Security,Saml2AuthenticationRequestContextResolver.java,1,8
spring-security,Security,Saml2AuthenticationTokenConverter.java,3,20
spring-security,Security,Saml2MetadataFilter.java,6,18
spring-security,Security,OpenSamlAuthenticationRequestFactory.java,1,3
spring-security,Security,OpenSaml4AuthenticationRequestFactory.java,1,5
spring-security,Security,OAuth2ImportSelector.java,6,8
spring-security,Security,OAuth2ResourceServerConfiguration.java,2,2
spring-security,Security,ServletBearerExchangeFilterFunction.java,8,10
spring-security,Security,ServerHttpSecurity.java,67,100
spring-security,Security,JwtGrantedAuthoritiesConverter.java,12,15
spring-security,Security,OAuth2IntrospectionAuthenticationToken.java,5,8
spring-security,Security,ActiveDirectoryLdapAuthenticationProvider.java,26,32
spring-security,Security,GlobalMethodSecurityConfiguration.java,33,52
spring-security,Security,ExpressionUrlAuthorizationConfigurer.java,22,36
spring-security,Security,ReactiveOAuth2ClientImportSelector.java,2,15
spring-security,Security,WebSecurityConfigurerAdapter.java,12,57
spring-security,Security,SecurityNamespaceHandler.java,29,59
spring-security,Security,JwtGrantedAuthoritiesConverter.java,13,15
spring-security,Security,WebSecurityConfiguration.java,42,43
spring-security,Security,AbstractSecurityWebApplicationInitializer.java,25,26
spring-security,Security,AuthenticationConfiguration.java,22,35
spring-security,Security,NimbusJwtDecoder.java,17,32
spring-security,Security,HeadersConfigurer.java,32,48
spring-security,Security,HeadersBeanDefinitionParser.java,17,37
spring-security,Security,FeaturePolicyHeaderWriter.java,5,5
spring-security,Security,AbstractSaml2AuthenticationRequest.java,5,14
spring-security,Security,StandardPasswordEncoder.java,8,19
spring-security,Security,RsaKeyConverters.java,3,11
spring-security,Security,PrePostAdviceReactiveMethodInterceptor.java,3,18
spring-security,Security,ServletOAuth2AuthorizedClientExchangeFilterFunction.java,33,43
spring-security,Security,SecurityWebFiltersOrder.java,6,15
spring-security,Security,ServerHttpSecurity.java,100,100
spring-security,Security,AnonymousAuthenticationWebFilter.java,8,8
spring-security,Security,ClientRegistrationsBeanDefinitionParser.java,8,12
spring-security,Security,AbstractWebClientReactiveOAuth2AccessTokenResponseClient.java,25,27
spring-security,Security,ClientRegistration.java,21,64
spring-security,Security,ClientRegistrations.java,15,26
spring-security,Security,ClientAuthenticationMethod.java,7,15
spring-security,Security,OAuth2ParameterNames.java,10,16
spring-security,Security,OidcConfigurationProvider.java,3,4
spring-security,Security,ClientRegistration.java,38,64
spring-security,Security,DefaultMapOAuth2AccessTokenResponseConverter.java,2,2
spring-security,Security,DefaultOAuth2AccessTokenResponseMapConverter.java,1,1
spring-security,Security,MapOAuth2AccessTokenResponseConverter.java,4,9
spring-security,Security,OAuth2AccessTokenResponseMapConverter.java,3,7
spring-security,Security,OAuth2AccessTokenResponseHttpMessageConverter.java,4,21
spring-security,Security,OAuth2ClientConfiguration.java,9,21
spring-security,Security,OAuth2ClientConfigurer.java,8,22
spring-security,Security,OAuth2ClientConfigurerUtils.java,3,10
spring-security,Security,OAuth2LoginConfigurer.java,16,100
spring-security,Security,AuthenticationConfigBuilder.java,22,76
spring-security,Security,OAuth2ClientBeanDefinitionParser.java,12,13
spring-security,Security,OAuth2LoginBeanDefinitionParser.java,12,15
spring-security,Security,DefaultOAuth2AuthorizedClientManagerPostProcessor.java,0,0
spring-security,Security,OAuth2ClientBeanNames.java,0,0
spring-security,Security,OAuth2ClientRestOperationsPostProcessor.java,0,0
spring-security,Security,WebClientConfig.java,1,7
spring-security,Security,Elements.java,11,39
spring-security,Security,SecurityNamespaceHandler.java,21,59
spring-security,Security,AuthenticationConfigBuilder.java,32,76
spring-security,Security,HttpSecurityBeanDefinitionParser.java,16,76
spring-security,Security,OAuth2LoginBeanDefinitionParser.java,15,15
spring-security,Security,SecurityFilters.java,11,26
spring-security,Security,ClientRegistrationsBeanDefinitionParser.java,12,12
spring-security,Security,MappedJwtClaimSetConverter.java,12,12
spring-security,Security,NimbusJwtDecoderJwkSupport.java,15,26
spring-security,Security,DefaultOAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,10,23
spring-security,Security,OAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,AuthenticationConverter.java,4,4
spring-security,Security,AuthenticationEntryPointFailureHandler.java,9,9
spring-security,Security,AuthenticationFilter.java,19,19
spring-security,Security,AuthenticationSuccessHandler.java,4,13
spring-security,Security,BasicAuthenticationConverter.java,12,12
spring-security,Security,BasicAuthenticationFilter.java,17,34
spring-security,Security,EhCacheBasedTicketCache.java,11,18
spring-security,Security,package-info.java,6,9
spring-security,Security,AuthenticationManagerBuilder.java,9,20
spring-security,Security,HttpSecurity.java,99,100
spring-security,Security,ExpressionUrlAuthorizationConfigurer.java,15,36
spring-security,Security,HeadersConfigurer.java,29,48
spring-security,Security,LogoutConfigurer.java,19,40
spring-security,Security,OAuth2LoginConfigurer.java,24,100
spring-security,Security,ClaimAccessor.java,12,23
spring-security,Security,DefaultAuthenticationEventPublisher.java,12,22
spring-security,Security,BadJwtException.java,2,2
spring-security,Security,JwtValidationException.java,5,7
spring-security,Security,NimbusJwtDecoder.java,18,32
spring-security,Security,NimbusReactiveJwtDecoder.java,20,38
spring-security,Security,SingleKeyJWSKeySelector.java,3,4
spring-security,Security,JwtAuthenticationProvider.java,8,15
spring-security,Security,JwtReactiveAuthenticationManager.java,8,15
spring-security,Security,DelegatingOAuth2TokenValidator.java,6,6
spring-security,Security,OAuth2TokenValidator.java,6,6
spring-security,Security,OAuth2TokenValidatorResult.java,4,4
spring-security,Security,JwtIssuerValidator.java,10,10
spring-security,Security,JwtTimestampValidator.java,11,11
spring-security,Security,JwtValidationException.java,7,7
spring-security,Security,JwtValidators.java,6,6
spring-security,Security,NimbusJwtDecoderJwkSupport.java,18,26
spring-security,Security,JwtAuthenticationProvider.java,13,15
spring-security,Security,AbstractOAuth2AuthorizationGrantRequest.java,2,7
spring-security,Security,AbstractOAuth2AuthorizationGrantRequestEntityConverter.java,1,1
spring-security,Security,JoseHeader.java,2,2
spring-security,Security,JoseHeaderNames.java,2,2
spring-security,Security,JwtClaimsSet.java,2,2
spring-security,Security,JwtEncodingException.java,2,2
spring-security,Security,NimbusJwsEncoder.java,2,2
spring-security,Security,NimbusJwtClientAuthenticationParametersConverter.java,4,4
spring-security,Security,OAuth2AuthorizationCodeGrantRequest.java,1,6
spring-security,Security,OAuth2AuthorizationCodeGrantRequestEntityConverter.java,2,11
spring-security,Security,OAuth2AuthorizationGrantRequestEntityUtils.java,2,10
spring-security,Security,OAuth2ClientCredentialsGrantRequest.java,1,5
spring-security,Security,OAuth2ClientCredentialsGrantRequestEntityConverter.java,2,9
spring-security,Security,OAuth2PasswordGrantRequest.java,2,5
spring-security,Security,OAuth2PasswordGrantRequestEntityConverter.java,2,8
spring-security,Security,OAuth2RefreshTokenGrantRequest.java,1,6
spring-security,Security,OAuth2RefreshTokenGrantRequestEntityConverter.java,2,8
spring-security,Security,Saml2LoginConfigurer.java,17,36
spring-security,Security,Saml2AuthenticationToken.java,3,12
spring-security,Security,HttpSessionSaml2AuthenticationRequestRepository.java,2,2
spring-security,Security,Saml2AuthenticationRequestRepository.java,2,2
spring-security,Security,Saml2WebSsoAuthenticationFilter.java,9,27
spring-security,Security,Saml2WebSsoAuthenticationRequestFilter.java,11,34
spring-security,Security,Saml2AuthenticationTokenConverter.java,9,20
spring-security,Security,CsrfFilter.java,29,40
spring-security,Security,FilterComparator.java,18,36
spring-security,Security,HttpSecurity.java,100,100
spring-security,Security,EnableWebSecurity.java,15,28
spring-security,Security,OAuth2ClientConfiguration.java,21,21
spring-security,Security,OAuth2ImportSelector.java,8,8
spring-security,Security,OAuth2Configurer.java,6,6
spring-security,Security,ImplicitGrantConfigurer.java,9,20
spring-security,Security,OAuth2ClientConfigurer.java,22,22
spring-security,Security,OAuth2ClientConfigurerUtils.java,8,10
spring-security,Security,OAuth2LoginConfigurer.java,34,100
spring-security,Security,CommonOAuth2Provider.java,12,27
spring-security,Security,ClientAuthorizationRequiredException.java,6,6
spring-security,Security,OAuth2ClientException.java,2,2
spring-security,Security,OAuth2Client.java,2,2
spring-security,Security,OAuth2AuthorizationCodeAuthenticationProvider.java,8,10
spring-security,Security,OAuth2AuthorizationCodeAuthenticationToken.java,8,13
spring-security,Security,OAuth2AuthorizationExchangeValidator.java,5,7
spring-security,Security,OAuth2LoginAuthenticationProvider.java,13,35
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,21,23
spring-security,Security,OAuth2AuthorizationRequestRedirectFilter.java,26,35
spring-security,Security,OAuth2AuthorizationResponseUtils.java,7,9
spring-security,Security,OAuth2LoginAuthenticationFilter.java,21,48
spring-security,Security,OAuth2ClientArgumentResolver.java,3,3
spring-security,Security,OAuth2AuthorizationCodeGrantFilter.java,10,23
spring-security,Security,CsrfConfigurer.java,34,45
spring-security,Security,ExceptionHandlingConfigurer.java,7,16
spring-security,Security,SessionManagementConfigurer.java,46,67
spring-security,Security,OAuth2Configurer.java,3,6
spring-security,Security,OAuth2ResourceServerConfigurer.java,52,52
spring-security,Security,TransientAuthentication.java,2,2
spring-security,Security,NimbusJwtDecoderJwkSupport.java,20,26
spring-security,Security,CsrfChannelInterceptor.java,6,9
spring-security,Security,CookieCsrfTokenRepository.java,17,25
spring-security,Security,CsrfFilter.java,26,40
spring-security,Security,CsrfToken.java,5,9
spring-security,Security,GenerateTokenProvider.java,0,0
spring-security,Security,HttpSessionCsrfTokenRepository.java,5,12
spring-security,Security,LazyCsrfTokenRepository.java,10,14
spring-security,Security,XorCsrfToken.java,0,0
spring-security,Security,NimbusJwtDecoder.java,14,32
spring-security,Security,NimbusReactiveJwtDecoder.java,18,38
spring-security,Performance,ObjectIdentityImpl.java,8,15
spring-security,Performance,JaasGrantedAuthority.java,8,17
spring-security,Performance,RequestKey.java,9,16
spring-security,Performance,SwitchUserGrantedAuthority.java,7,18
spring-security,Performance,AntPathRequestMatcher.java,23,39
spring-security,Performance,SessionFixationProtectionStrategy.java,9,29
spring-security,Performance,IpAddressMatcher.java,12,15
spring-security,Performance,NimbusJwtDecoder.java,17,32
spring-security,Performance,JwtIssuerReactiveAuthenticationManagerResolver.java,13,14
spring-security,Performance,JdbcAclService.java,10,38
spring-security,Performance,ConcurrentSessionControlAuthenticationStrategy.java,2,14
spring-security,Performance,UnboundIdContainer.java,5,10
spring-security,Performance,JdbcUserDetailsManagerConfigurer.java,5,11
spring-security,Performance,ReactiveMethodSecuritySelector.java,6,11
spring-security,Performance,LogoutConfigurer.java,18,40
