number,url,developers,nfrs
9168,https://github.com/spring-projects/spring-security/pull/9168,['jzheaux'],"['Maintainability', 'Security']"
4897,https://github.com/spring-projects/spring-security/pull/4897,['eleftherias'],"['Maintainability', 'Security']"
4119,https://github.com/spring-projects/spring-security/pull/4119,['rwinch'],['Maintainability']
6870,https://github.com/spring-projects/spring-security/pull/6870,['jzheaux'],['Security']
6850,https://github.com/spring-projects/spring-security/pull/6850,"['rwinch', 'jzheaux']","['Security', 'Maintainability', 'Robustness']"
4135,https://github.com/spring-projects/spring-security/pull/4135,"['rwinch', 'izeye']",['Maintainability']
6649,https://github.com/spring-projects/spring-security/pull/6649,['jzheaux'],['Maintainability']
6660,https://github.com/spring-projects/spring-security/pull/6660,['jgrandja'],['Maintainability']
100,https://github.com/spring-projects/spring-security/pull/100,['rwinch'],['Security']
8796,https://github.com/spring-projects/spring-security/pull/8796,['rwinch'],"['Robustness', 'Security']"
53,https://github.com/spring-projects/spring-security/pull/53,['rwinch'],['Security']
10348,https://github.com/spring-projects/spring-security/pull/10348,['jzheaux'],['Maintainability']
7012,https://github.com/spring-projects/spring-security/pull/7012,['jzheaux'],['Security']
9128,https://github.com/spring-projects/spring-security/pull/9128,['jzheaux'],"['Security', 'Robustness']"
7663,https://github.com/spring-projects/spring-security/pull/7663,['eleftherias'],['Maintainability']
14,https://github.com/spring-projects/spring-security/pull/14,['rwinch'],['Security']
7013,https://github.com/spring-projects/spring-security/pull/7013,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
6269,https://github.com/spring-projects/spring-security/pull/6269,['rwinch'],['Maintainability']
7356,https://github.com/spring-projects/spring-security/pull/7356,['jgrandja'],['Security']
8332,https://github.com/spring-projects/spring-security/pull/8332,['jzheaux'],['Performance']
7996,https://github.com/spring-projects/spring-security/pull/7996,['jzheaux'],['Performance']
6563,https://github.com/spring-projects/spring-security/pull/6563,"['jzheaux', 'jgrandja']",['Maintainability']
7597,https://github.com/spring-projects/spring-security/pull/7597,['jzheaux'],['Maintainability']
5728,https://github.com/spring-projects/spring-security/pull/5728,"['rwinch', 'jzheaux']",['Security']
5307,https://github.com/spring-projects/spring-security/pull/5307,"['rwinch', 'jgrandja']",['Maintainability']
4266,https://github.com/spring-projects/spring-security/pull/4266,['eleftherias'],['Maintainability']
4436,https://github.com/spring-projects/spring-security/pull/4436,['rwinch'],['Maintainability']
171,https://github.com/spring-projects/spring-security/pull/171,"['rwinch', 'jgrandja']",['Robustness']
7221,https://github.com/spring-projects/spring-security/pull/7221,['rwinch'],['Security']
8756,https://github.com/spring-projects/spring-security/pull/8756,['eleftherias'],['Performance']
7080,https://github.com/spring-projects/spring-security/pull/7080,['rwinch'],['Maintainability']
11464,https://github.com/spring-projects/spring-security/pull/11464,['jzheaux'],['Security']
7238,https://github.com/spring-projects/spring-security/pull/7238,['rwinch'],['Maintainability']
218,https://github.com/spring-projects/spring-security/pull/218,['rwinch'],['Robustness']
6969,https://github.com/spring-projects/spring-security/pull/6969,['jzheaux'],['Security']
7419,https://github.com/spring-projects/spring-security/pull/7419,"['jzheaux', 'jgrandja']",['Security']
10046,https://github.com/spring-projects/spring-security/pull/10046,['jzheaux'],['Maintainability']
6509,https://github.com/spring-projects/spring-security/pull/6509,['jzheaux'],['Maintainability']
6330,https://github.com/spring-projects/spring-security/pull/6330,['rwinch'],['Maintainability']
7256,https://github.com/spring-projects/spring-security/pull/7256,['jzheaux'],['Security']
9726,https://github.com/spring-projects/spring-security/pull/9726,['jzheaux'],['Maintainability']
6833,https://github.com/spring-projects/spring-security/pull/6833,['jzheaux'],['Security']
3731,https://github.com/spring-projects/spring-security/pull/3731,['rwinch'],['Maintainability']
5443,https://github.com/spring-projects/spring-security/pull/5443,['jzheaux'],['Maintainability']
3394,https://github.com/spring-projects/spring-security/pull/3394,"['rwinch', 'jgrandja']",['Security']
10898,https://github.com/spring-projects/spring-security/pull/10898,['jzheaux'],['Security']
8825,https://github.com/spring-projects/spring-security/pull/8825,['jzheaux'],"['Maintainability', 'Security']"
8411,https://github.com/spring-projects/spring-security/pull/8411,['rwinch'],['Maintainability']
192,https://github.com/spring-projects/spring-security/pull/192,['rwinch'],['Security']
37,https://github.com/spring-projects/spring-security/pull/37,['rwinch'],['Security']
7673,https://github.com/spring-projects/spring-security/pull/7673,['eleftherias'],['Maintainability']
9050,https://github.com/spring-projects/spring-security/pull/9050,['jzheaux'],['Maintainability']
4136,https://github.com/spring-projects/spring-security/pull/4136,['rwinch'],['Security']
8112,https://github.com/spring-projects/spring-security/pull/8112,['rwinch'],['Security']
5670,https://github.com/spring-projects/spring-security/pull/5670,['rwinch'],['Security']
4374,https://github.com/spring-projects/spring-security/pull/4374,['jgrandja'],['Maintainability']
8044,https://github.com/spring-projects/spring-security/pull/8044,['rwinch'],['Security']
9907,https://github.com/spring-projects/spring-security/pull/9907,"['jzheaux', 'jgrandja']",['Robustness']
4000,https://github.com/spring-projects/spring-security/pull/4000,['rwinch'],['Maintainability']
4057,https://github.com/spring-projects/spring-security/pull/4057,['jgrandja'],['Maintainability']
7229,https://github.com/spring-projects/spring-security/pull/7229,['jzheaux'],['Maintainability']
6884,https://github.com/spring-projects/spring-security/pull/6884,['rwinch'],['Robustness']
3803,https://github.com/spring-projects/spring-security/pull/3803,['rwinch'],['Maintainability']
11058,https://github.com/spring-projects/spring-security/pull/11058,['eleftherias'],['Maintainability']
5298,https://github.com/spring-projects/spring-security/pull/5298,['rwinch'],['Maintainability']
9853,https://github.com/spring-projects/spring-security/pull/9853,['jzheaux'],['Security']
9586,https://github.com/spring-projects/spring-security/pull/9586,['eleftherias'],['Security']
7071,https://github.com/spring-projects/spring-security/pull/7071,['jgrandja'],['Robustness']
9561,https://github.com/spring-projects/spring-security/pull/9561,['jzheaux'],['Robustness']
10500,https://github.com/spring-projects/spring-security/pull/10500,['jzheaux'],['Robustness']
9768,https://github.com/spring-projects/spring-security/pull/9768,['jzheaux'],['Maintainability']
9153,https://github.com/spring-projects/spring-security/pull/9153,['eleftherias'],['Performance']
10603,https://github.com/spring-projects/spring-security/pull/10603,['jzheaux'],['Maintainability']
11495,https://github.com/spring-projects/spring-security/pull/11495,['jzheaux'],['Robustness']
3945,https://github.com/spring-projects/spring-security/pull/3945,['rwinch'],['Robustness']
5776,https://github.com/spring-projects/spring-security/pull/5776,"['rwinch', 'jgrandja']",['Robustness']
202,https://github.com/spring-projects/spring-security/pull/202,['rwinch'],['Maintainability']
11395,https://github.com/spring-projects/spring-security/pull/11395,['rwinch'],['Maintainability']
5216,https://github.com/spring-projects/spring-security/pull/5216,['eleftherias'],['Robustness']
10175,https://github.com/spring-projects/spring-security/pull/10175,['jzheaux'],['Robustness']
40,https://github.com/spring-projects/spring-security/pull/40,['rwinch'],"['Security', 'Performance']"
3779,https://github.com/spring-projects/spring-security/pull/3779,['rwinch'],"['Performance', 'Maintainability']"
7815,https://github.com/spring-projects/spring-security/pull/7815,['jzheaux'],['Robustness']
9668,https://github.com/spring-projects/spring-security/pull/9668,"['rwinch', 'Buzzardo']",['Maintainability']
5501,https://github.com/spring-projects/spring-security/pull/5501,['jgrandja'],['Robustness']
4515,https://github.com/spring-projects/spring-security/pull/4515,['jgrandja'],['Robustness']
69,https://github.com/spring-projects/spring-security/pull/69,['rwinch'],['Robustness']
6748,https://github.com/spring-projects/spring-security/pull/6748,"['jzheaux', 'jgrandja']",['Maintainability']
8434,https://github.com/spring-projects/spring-security/pull/8434,['eleftherias'],['Performance']
6526,https://github.com/spring-projects/spring-security/pull/6526,"['rwinch', 'jgrandja']",['Security']
6297,https://github.com/spring-projects/spring-security/pull/6297,['jzheaux'],['Maintainability']
6658,https://github.com/spring-projects/spring-security/pull/6658,['jgrandja'],['Maintainability']
4504,https://github.com/spring-projects/spring-security/pull/4504,"['rwinch', 'jgrandja']",['Maintainability']
6198,https://github.com/spring-projects/spring-security/pull/6198,['rwinch'],['Security']
6036,https://github.com/spring-projects/spring-security/pull/6036,['jzheaux'],['Security']
8445,https://github.com/spring-projects/spring-security/pull/8445,['jgrandja'],['Security']
5355,https://github.com/spring-projects/spring-security/pull/5355,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
8399,https://github.com/spring-projects/spring-security/pull/8399,['eleftherias'],['Robustness']
9779,https://github.com/spring-projects/spring-security/pull/9779,['jgrandja'],['Security']
8732,https://github.com/spring-projects/spring-security/pull/8732,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
7821,https://github.com/spring-projects/spring-security/pull/7821,['jgrandja'],['Security']
6799,https://github.com/spring-projects/spring-security/pull/6799,"['rwinch', 'jzheaux', 'jgrandja']",['Maintainability']
5753,https://github.com/spring-projects/spring-security/pull/5753,"['rwinch', 'jzheaux']",['Security']
7324,https://github.com/spring-projects/spring-security/pull/7324,['jgrandja'],['Security']
7025,https://github.com/spring-projects/spring-security/pull/7025,"['rwinch', 'jzheaux']","['Security', 'Robustness']"
6189,https://github.com/spring-projects/spring-security/pull/6189,['jgrandja'],['Security']
7826,https://github.com/spring-projects/spring-security/pull/7826,['jzheaux'],"['Security', 'Robustness']"
6352,https://github.com/spring-projects/spring-security/pull/6352,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
10339,https://github.com/spring-projects/spring-security/pull/10339,['jzheaux'],['Security']
6485,https://github.com/spring-projects/spring-security/pull/6485,"['rwinch', 'jgrandja']",['Security']
255,https://github.com/spring-projects/spring-security/pull/255,['rwinch'],['Security']
9865,https://github.com/spring-projects/spring-security/pull/9865,['jzheaux'],['Maintainability']
9055,https://github.com/spring-projects/spring-security/pull/9055,['jzheaux'],['Security']
5624,https://github.com/spring-projects/spring-security/pull/5624,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
9520,https://github.com/spring-projects/spring-security/pull/9520,"['rwinch', 'jgrandja']",['Security']
7240,https://github.com/spring-projects/spring-security/pull/7240,['rwinch'],['Performance']
10060,https://github.com/spring-projects/spring-security/pull/10060,['jzheaux'],"['Security', 'Maintainability']"
4042,https://github.com/spring-projects/spring-security/pull/4042,['jgrandja'],['Security']
6039,https://github.com/spring-projects/spring-security/pull/6039,['rwinch'],['Maintainability']
5090,https://github.com/spring-projects/spring-security/pull/5090,"['rwinch', 'jgrandja']",['Security']
9770,https://github.com/spring-projects/spring-security/pull/9770,['jgrandja'],['Robustness']
6845,https://github.com/spring-projects/spring-security/pull/6845,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
6495,https://github.com/spring-projects/spring-security/pull/6495,"['rwinch', 'jzheaux', 'jgrandja']",['Maintainability']
5084,https://github.com/spring-projects/spring-security/pull/5084,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
8795,https://github.com/spring-projects/spring-security/pull/8795,"['jzheaux', 'eleftherias']",['Maintainability']
10849,https://github.com/spring-projects/spring-security/pull/10849,['jzheaux'],['Robustness']
10679,https://github.com/spring-projects/spring-security/pull/10679,['rwinch'],['Maintainability']
9208,https://github.com/spring-projects/spring-security/pull/9208,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
8996,https://github.com/spring-projects/spring-security/pull/8996,"['rwinch', 'jzheaux']",['Security']
6514,https://github.com/spring-projects/spring-security/pull/6514,"['rwinch', 'jgrandja']",['Robustness']
9336,https://github.com/spring-projects/spring-security/pull/9336,['jgrandja'],['Robustness']
7432,https://github.com/spring-projects/spring-security/pull/7432,['jzheaux'],['Robustness']
7042,https://github.com/spring-projects/spring-security/pull/7042,['rwinch'],['Security']
9196,https://github.com/spring-projects/spring-security/pull/9196,"['rwinch', 'jzheaux']",['Performance']
7329,https://github.com/spring-projects/spring-security/pull/7329,['jgrandja'],['Security']
5476,https://github.com/spring-projects/spring-security/pull/5476,"['rwinch', 'jzheaux', 'jgrandja']",['Security']
8082,https://github.com/spring-projects/spring-security/pull/8082,"['rwinch', 'jzheaux']",['Security']
215,https://github.com/spring-projects/spring-security/pull/215,['rwinch'],['Robustness']
5509,https://github.com/spring-projects/spring-security/pull/5509,['eleftherias'],['Robustness']
6813,https://github.com/spring-projects/spring-security/pull/6813,['jzheaux'],['Robustness']
8752,https://github.com/spring-projects/spring-security/pull/8752,['jzheaux'],['Security']
9737,https://github.com/spring-projects/spring-security/pull/9737,"['rwinch', 'jzheaux']",['Security']
