system,nfr,file,changes_before,changes_after
spring-security,Maintainability,HttpSecurityBeanDefinitionParser.java,18,76
spring-security,Maintainability,LogoutBeanDefinitionParser.java,11,27
spring-security,Maintainability,ProtectPointcutPostProcessor.java,9,22
spring-security,Maintainability,SecurityWebFiltersOrder.java,4,15
spring-security,Maintainability,WebSessionServerLogoutHandler.java,1,1
spring-security,Maintainability,HeaderWriterFilter.java,9,20
spring-security,Maintainability,LazyCsrfTokenRepository.java,11,14
spring-security,Maintainability,RSocketSecurity.java,1,24
spring-security,Maintainability,EnableWebFluxSecurity.java,1,15
spring-security,Maintainability,HeadersConfigurer.java,28,48
spring-security,Maintainability,PathMatcherServerWebExchangeMatcher.java,4,7
spring-security,Maintainability,HttpBasicConfigurer.java,14,30
spring-security,Maintainability,SessionFixationProtectionStrategy.java,14,29
spring-security,Maintainability,JdbcDaoImpl.java,8,24
spring-security,Maintainability,S101Configure.java,1,1
spring-security,Maintainability,S101Configurer.java,5,5
spring-security,Maintainability,S101Install.java,1,1
spring-security,Maintainability,S101Plugin.java,2,2
spring-security,Maintainability,S101PluginExtension.java,2,2
spring-security,Maintainability,WebSecurity.java,39,61
spring-security,Maintainability,CompositeRequestRejectedHandler.java,2,2
spring-security,Maintainability,Jwt.java,8,12
spring-security,Maintainability,JwtAuthenticationToken.java,7,10
spring-security,Maintainability,ChangeSessionIdAuthenticationStrategy.java,6,10
spring-security,Maintainability,HttpServletRequestFactory.java,7,11
spring-security,Maintainability,EhCacheBasedTicketCache.java,10,18
spring-security,Maintainability,AuthenticationManagerBuilder.java,9,20
spring-security,Maintainability,LogoutConfigurer.java,20,40
spring-security,Maintainability,MessageDigestPasswordEncoder.java,0,12
spring-security,Maintainability,AbstractJaasAuthenticationProvider.java,8,17
spring-security,Maintainability,ExceptionTranslationFilter.java,16,31
spring-security,Maintainability,OidcIdTokenDecoderFactory.java,11,16
spring-security,Maintainability,ReactiveOidcIdTokenDecoderFactory.java,11,15
spring-security,Maintainability,OidcReactiveOAuth2UserService.java,10,12
spring-security,Maintainability,OidcUserService.java,14,25
spring-security,Maintainability,ClaimConversionService.java,3,3
spring-security,Maintainability,ClaimTypeConverter.java,7,7
spring-security,Maintainability,ObjectToBooleanConverter.java,3,5
spring-security,Maintainability,ObjectToInstantConverter.java,4,4
spring-security,Maintainability,ObjectToListStringConverter.java,6,6
spring-security,Maintainability,ObjectToMapStringObjectConverter.java,5,5
spring-security,Maintainability,ObjectToStringConverter.java,5,5
spring-security,Maintainability,ObjectToURLConverter.java,4,4
spring-security,Maintainability,MappedJwtClaimSetConverter.java,10,12
spring-security,Maintainability,Saml2LoginConfigurer.java,24,36
spring-security,Maintainability,Saml2AuthenticationToken.java,5,12
spring-security,Maintainability,HttpSessionSaml2AuthenticationRequestRepository.java,2,2
spring-security,Maintainability,Saml2AuthenticationRequestRepository.java,2,2
spring-security,Maintainability,Saml2WebSsoAuthenticationFilter.java,18,27
spring-security,Maintainability,Saml2WebSsoAuthenticationRequestFilter.java,16,34
spring-security,Maintainability,Saml2AuthenticationTokenConverter.java,7,20
spring-security,Maintainability,InMemoryUserDetailsManager.java,12,23
spring-security,Security,SecurityConfig.java,7,10
spring-security,Security,OpenSamlAuthenticationProvider.java,33,38
spring-security,Security,RelyingPartyRegistrationRepository.java,8,8
spring-security,Security,OAuth2LoginAuthenticationFilter.java,12,48
spring-security,Security,LdapAuthenticationProviderConfigurer.java,23,36
spring-security,Security,Tomcat8AcegiUserRealm.java,0,0
spring-security,Security,ClientRegistrationsBeanDefinitionParser.java,9,12
spring-security,Security,OpenSamlAuthenticationRequestFactory.java,19,20
spring-security,Security,OpenSamlImplementation.java,8,9
spring-security,Security,Saml2AuthenticationException.java,7,12
spring-security,Security,Saml2AuthenticationRequestFactory.java,9,12
spring-security,Security,Saml2Error.java,6,10
spring-security,Security,Saml2ErrorCodes.java,6,10
spring-security,Security,AbstractPreAuthenticatedProcessingFilter.java,10,50
spring-security,Security,OAuth2LoginConfigurer.java,32,100
spring-security,Security,OidcAuthorizationCodeAuthenticationProvider.java,19,39
spring-security,Security,OidcAuthorizationCodeReactiveAuthenticationManager.java,21,26
spring-security,Security,JwtDecoderFactory.java,6,6
spring-security,Security,ReactiveJwtDecoderFactory.java,6,6
spring-security,Security,RequestCacheConfigurer.java,9,23
spring-security,Security,CsrfBeanDefinitionParser.java,22,30
spring-security,Security,SessionFixationProtectionEvent.java,6,6
spring-security,Security,SessionFixationProtectionMigrationEvent.java,0,0
spring-security,Security,ConcurrentSessionControlAuthenticationStrategy.java,6,14
spring-security,Security,AbstractRememberMeServices.java,27,60
spring-security,Security,JwtProcessors.java,4,4
spring-security,Security,OidcUserInfo.java,2,13
spring-security,Security,HeadersBeanDefinitionParser.java,26,37
spring-security,Security,AbstractPasswordEncoder.java,7,7
spring-security,Security,PBKDF2PasswordEncoder.java,2,2
spring-security,Security,StandardPasswordEncoder.java,11,19
spring-security,Security,JwtBearerOAuth2AuthorizedClientProvider.java,4,4
spring-security,Security,OAuth2AuthorizationContext.java,6,9
spring-security,Security,OAuth2AuthorizedClientProviderBuilder.java,10,14
spring-security,Security,DefaultJwtBearerTokenResponseClient.java,3,3
spring-security,Security,OAuth2JwtBearerGrantRequest.java,2,2
spring-security,Security,OAuth2JwtBearerGrantRequestEntityConverter.java,2,2
spring-security,Security,AuthorizationGrantType.java,5,20
spring-security,Security,OAuth2ParameterNames.java,8,16
spring-security,Security,JwtTimestampValidator.java,10,11
spring-security,Security,CsrfControllerAdvice.java,1,2
spring-security,Security,DefaultBearerTokenResolver.java,8,14
spring-security,Security,JwtEncoder.java,1,1
spring-security,Security,JwtEncoderFactory.java,0,0
spring-security,Security,JwtSigningException.java,0,0
spring-security,Security,NimbusJwtDecoder.java,17,32
spring-security,Security,NimbusJwtEncoder.java,1,1
spring-security,Security,PasswordComparisonAuthenticator.java,16,23
spring-security,Security,AuthenticationConverterServerWebExchangeMatcher.java,6,6
spring-security,Security,NimbusOAuth2TokenIntrospectionClient.java,3,4
spring-security,Security,AbstractAuthorizeTag.java,11,24
spring-security,Security,OpenSaml4AuthenticationProvider.java,12,13
spring-security,Security,RememberMeAuthenticationException.java,8,11
spring-security,Security,CasAuthenticationProvider.java,14,27
spring-security,Security,CasAuthenticationToken.java,16,26
spring-security,Security,CasAuthenticationEntryPoint.java,18,23
spring-security,Security,CasRememberMeAccessDeniedHandler.java,0,0
spring-security,Security,AuthenticationTrustResolverImpl.java,6,10
spring-security,Security,RememberMeAuthenticationToken.java,9,16
spring-security,Security,RememberMeAware.java,0,0
spring-security,Security,ReactiveOAuth2ClientImportSelector.java,6,15
spring-security,Security,PasswordOAuth2AuthorizedClientProvider.java,10,10
spring-security,Security,PasswordReactiveOAuth2AuthorizedClientProvider.java,11,11
spring-security,Security,ReactiveOAuth2AuthorizedClientProviderBuilder.java,11,11
spring-security,Security,DefaultPasswordTokenResponseClient.java,11,11
spring-security,Security,OAuth2PasswordGrantRequest.java,4,5
spring-security,Security,OAuth2PasswordGrantRequestEntityConverter.java,5,8
spring-security,Security,WebClientReactivePasswordTokenResponseClient.java,6,6
spring-security,Security,DefaultOAuth2AuthorizedClientManager.java,18,18
spring-security,Security,ServerOAuth2AuthorizedClientExchangeFilterFunction.java,25,40
spring-security,Security,ServletOAuth2AuthorizedClientExchangeFilterFunction.java,32,43
spring-security,Security,DefaultServerOAuth2AuthorizedClientManager.java,3,3
spring-security,Security,OAuth2AuthorizationCodeAuthenticationProvider.java,6,10
spring-security,Security,OAuth2LoginAuthenticationProvider.java,11,35
spring-security,Security,OAuth2LoginAuthenticationToken.java,5,11
spring-security,Security,CsrfFilter.java,27,40
spring-security,Security,CsrfToken.java,4,7
spring-security,Security,DefaultCsrfToken.java,4,8
spring-security,Security,CsrfWebFilter.java,12,28
spring-security,Security,TokenBasedRememberMeServices.java,3,31
spring-security,Security,RedirectorTag.java,0,0
spring-security,Security,AbstractSignCalculator.java,0,0
spring-security,Security,HmacSignCalculator.java,0,0
spring-security,Security,InvalidRedirectException.java,0,0
spring-security,Security,RedirectValidationFilter.java,0,0
spring-security,Security,SignCalculator.java,0,0
spring-security,Security,SignedRedirectHttpServletResponse.java,0,0
spring-security,Security,Saml2X509Credential.java,7,13
spring-security,Security,AbstractSaml2AuthenticationRequest.java,4,14
spring-security,Security,Saml2AuthenticationRequest.java,8,14
spring-security,Security,Saml2AuthenticationRequestContext.java,1,14
spring-security,Security,Saml2PostAuthenticationRequest.java,3,14
spring-security,Security,Saml2RedirectAuthenticationRequest.java,3,14
spring-security,Security,RelyingPartyRegistration.java,18,40
spring-security,Security,DefaultSaml2AuthenticationRequestContextResolver.java,6,14
spring-security,Security,Saml2AuthenticationRequestContextResolver.java,4,8
spring-security,Security,Saml2MetadataFilter.java,6,18
spring-security,Security,OpenSaml4AuthenticationRequestFactory.java,1,5
spring-security,Security,OAuth2ImportSelector.java,7,8
spring-security,Security,OAuth2ResourceServerConfiguration.java,2,2
spring-security,Security,ServletBearerExchangeFilterFunction.java,8,10
spring-security,Security,OAuth2IntrospectionAuthenticationToken.java,4,8
spring-security,Security,ActiveDirectoryLdapAuthenticationProvider.java,20,32
spring-security,Security,SecurityNamespaceHandler.java,28,59
spring-security,Security,WebSecurityConfiguration.java,30,43
spring-security,Security,AbstractSecurityWebApplicationInitializer.java,25,26
spring-security,Security,FeaturePolicyHeaderWriter.java,5,5
spring-security,Security,RsaKeyConverters.java,6,11
spring-security,Security,PrePostAdviceReactiveMethodInterceptor.java,3,18
spring-security,Security,AnonymousAuthenticationWebFilter.java,8,8
spring-security,Security,AbstractWebClientReactiveOAuth2AccessTokenResponseClient.java,25,27
spring-security,Security,ClientAuthenticationMethod.java,7,15
spring-security,Security,OidcConfigurationProvider.java,3,4
spring-security,Security,DefaultMapOAuth2AccessTokenResponseConverter.java,2,2
spring-security,Security,DefaultOAuth2AccessTokenResponseMapConverter.java,1,1
spring-security,Security,MapOAuth2AccessTokenResponseConverter.java,4,9
spring-security,Security,OAuth2AccessTokenResponseMapConverter.java,3,7
spring-security,Security,OAuth2AccessTokenResponseHttpMessageConverter.java,15,21
spring-security,Security,OAuth2ClientConfigurerUtils.java,5,10
spring-security,Security,OAuth2ClientBeanDefinitionParser.java,12,13
spring-security,Security,OAuth2LoginBeanDefinitionParser.java,14,15
spring-security,Security,DefaultOAuth2AuthorizedClientManagerPostProcessor.java,0,0
spring-security,Security,OAuth2ClientBeanNames.java,0,0
spring-security,Security,OAuth2ClientRestOperationsPostProcessor.java,0,0
spring-security,Security,WebClientConfig.java,4,7
spring-security,Security,Elements.java,11,28
spring-security,Security,NimbusJwtDecoderJwkSupport.java,18,26
spring-security,Security,DefaultOAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,OAuth2AuthorizationCodeGrantFinalRedirectStrategy.java,0,0
spring-security,Security,AuthenticationConverter.java,4,4
spring-security,Security,AuthenticationEntryPointFailureHandler.java,9,9
spring-security,Security,AuthenticationFilter.java,19,19
spring-security,Security,AuthenticationSuccessHandler.java,4,13
spring-security,Security,BasicAuthenticationConverter.java,12,12
spring-security,Security,BasicAuthenticationFilter.java,17,34
spring-security,Security,DefaultAuthenticationEventPublisher.java,12,22
spring-security,Security,BadJwtException.java,2,2
spring-security,Security,JwtValidationException.java,6,7
spring-security,Security,NimbusReactiveJwtDecoder.java,22,38
spring-security,Security,SingleKeyJWSKeySelector.java,3,4
spring-security,Security,JwtReactiveAuthenticationManager.java,8,15
spring-security,Security,DelegatingOAuth2TokenValidator.java,6,6
spring-security,Security,OAuth2TokenValidator.java,6,6
spring-security,Security,OAuth2TokenValidatorResult.java,4,4
spring-security,Security,JwtIssuerValidator.java,10,10
spring-security,Security,JwtValidators.java,6,6
spring-security,Security,AbstractOAuth2AuthorizationGrantRequest.java,2,7
spring-security,Security,AbstractOAuth2AuthorizationGrantRequestEntityConverter.java,1,1
spring-security,Security,JoseHeader.java,2,2
spring-security,Security,JoseHeaderNames.java,2,2
spring-security,Security,JwtClaimsSet.java,2,2
spring-security,Security,JwtEncodingException.java,2,2
spring-security,Security,NimbusJwsEncoder.java,2,2
spring-security,Security,NimbusJwtClientAuthenticationParametersConverter.java,4,4
spring-security,Security,OAuth2AuthorizationCodeGrantRequest.java,1,6
spring-security,Security,OAuth2AuthorizationCodeGrantRequestEntityConverter.java,6,11
spring-security,Security,OAuth2AuthorizationGrantRequestEntityUtils.java,2,10
spring-security,Security,OAuth2ClientCredentialsGrantRequest.java,1,5
spring-security,Security,OAuth2ClientCredentialsGrantRequestEntityConverter.java,2,9
spring-security,Security,OAuth2RefreshTokenGrantRequest.java,1,6
spring-security,Security,OAuth2RefreshTokenGrantRequestEntityConverter.java,2,8
spring-security,Security,FilterComparator.java,20,36
spring-security,Security,EnableWebSecurity.java,14,28
spring-security,Security,OAuth2Configurer.java,4,6
spring-security,Security,ImplicitGrantConfigurer.java,8,20
spring-security,Security,ClientAuthorizationRequiredException.java,6,6
spring-security,Security,OAuth2ClientException.java,2,2
spring-security,Security,OAuth2Client.java,2,2
spring-security,Security,OAuth2AuthorizationCodeAuthenticationToken.java,8,13
spring-security,Security,OAuth2AuthorizationExchangeValidator.java,4,7
spring-security,Security,OAuth2AuthorizationRequestRedirectFilter.java,20,35
spring-security,Security,OAuth2AuthorizationResponseUtils.java,6,9
spring-security,Security,OAuth2ClientArgumentResolver.java,3,3
spring-security,Security,CsrfConfigurer.java,34,45
spring-security,Security,ExceptionHandlingConfigurer.java,6,16
spring-security,Security,TransientAuthentication.java,2,2
spring-security,Security,CsrfChannelInterceptor.java,6,9
spring-security,Security,CookieCsrfTokenRepository.java,17,25
spring-security,Security,GenerateTokenProvider.java,0,0
spring-security,Security,HttpSessionCsrfTokenRepository.java,5,12
spring-security,Security,XorCsrfToken.java,0,0
spring-security,Performance,ObjectIdentityImpl.java,8,15
spring-security,Performance,JaasGrantedAuthority.java,8,17
spring-security,Performance,RequestKey.java,9,16
spring-security,Performance,SwitchUserGrantedAuthority.java,7,18
spring-security,Performance,AntPathRequestMatcher.java,27,39
spring-security,Performance,IpAddressMatcher.java,12,15
spring-security,Performance,UnboundIdContainer.java,5,10
spring-security,Performance,JdbcUserDetailsManagerConfigurer.java,6,11
spring-security,Performance,ReactiveMethodSecuritySelector.java,6,11
spring-security,Performance,DefaultSpringSecurityContextSource.java,6,18
spring-security,Performance,LdapUserDetailsManager.java,12,32
spring-security,Performance,NestedLdapAuthoritiesPopulator.java,6,15
spring-security,Performance,Person.java,7,17
spring-security,Performance,DigestAuthUtils.java,6,14
spring-security,Performance,SavedRequestAwareWrapper.java,9,21
spring-security,Performance,ThrowableAnalyzer.java,7,18
spring-security,Robustness,ProviderManager.java,12,40
spring-security,Robustness,AuthorityReactiveAuthorizationManager.java,6,15
spring-security,Robustness,MapReactiveUserDetailsService.java,8,14
spring-security,Robustness,DelegatingOAuth2AuthorizedClientProvider.java,5,6
spring-security,Robustness,InMemoryClientRegistrationRepository.java,13,25
spring-security,Robustness,InMemoryReactiveClientRegistrationRepository.java,7,10
spring-security,Robustness,DefaultOAuth2User.java,8,17
spring-security,Robustness,MacAlgorithm.java,4,5
spring-security,Robustness,SignatureAlgorithm.java,4,5
spring-security,Robustness,NimbusOpaqueTokenIntrospector.java,14,16
spring-security,Robustness,NimbusReactiveOpaqueTokenIntrospector.java,16,18
spring-security,Robustness,BearerTokenAuthenticationEntryPoint.java,11,14
spring-security,Robustness,BearerTokenAccessDeniedHandler.java,9,13
spring-security,Robustness,BearerTokenServerAccessDeniedHandler.java,6,9
spring-security,Robustness,BearerTokenServerAuthenticationEntryPoint.java,6,9
spring-security,Robustness,ClearSiteDataHeaderWriter.java,11,14
spring-security,Robustness,DelegatingServerAuthenticationSuccessHandler.java,5,7
spring-security,Robustness,DelegatingServerLogoutHandler.java,6,8
spring-security,Robustness,ClearSiteDataServerHttpHeadersWriter.java,5,6
spring-security,Robustness,CompositeServerHttpHeadersWriter.java,6,9
spring-security,Robustness,JwtDecoderProviderConfigurationUtils.java,4,14
spring-security,Robustness,WebSocketMessageBrokerSecurityBeanDefinitionParser.java,17,24
spring-security,Robustness,OAuth2ErrorResponseErrorHandler.java,8,14
spring-security,Robustness,CookieServerCsrfTokenRepository.java,8,16
spring-security,Robustness,OnCommittedResponseWrapper.java,3,4
spring-security,Robustness,JwtClaimValidator.java,1,6
spring-security,Robustness,AuthorizeHttpRequestsConfigurer.java,9,28
spring-security,Robustness,AuthenticatedAuthorizationManager.java,2,8
spring-security,Robustness,OAuth2LoginReactiveAuthenticationManager.java,14,17
spring-security,Robustness,DefaultAuthorizationCodeTokenResponseClient.java,12,12
spring-security,Robustness,DefaultClientCredentialsTokenResponseClient.java,11,13
spring-security,Robustness,NimbusAuthorizationCodeTokenResponseClient.java,14,19
spring-security,Robustness,OAuth2AccessTokenResponseClient.java,5,7
spring-security,Robustness,ReactiveOAuth2AccessTokenResponseClient.java,6,7
spring-security,Robustness,WebClientReactiveAuthorizationCodeTokenResponseClient.java,11,15
spring-security,Robustness,DefaultOAuth2UserService.java,10,21
spring-security,Robustness,ServerOAuth2AuthorizationCodeAuthenticationTokenConverter.java,10,11
spring-security,Robustness,OAuth2AuthorizationException.java,6,6
spring-security,Robustness,OAuth2AccessTokenResponseBodyExtractor.java,8,13
spring-security,Robustness,JdbcMutableAclService.java,11,38
spring-security,Robustness,DefaultRedirectStrategy.java,10,23
spring-security,Robustness,DelegatingPasswordEncoder.java,3,20
spring-security,Robustness,AclPermissionCacheOptimizer.java,8,12
spring-security,Robustness,RememberMeConfigurer.java,14,28
spring-security,None,GitHubMilestoneApi.java,2,4
spring-security,None,GitHubMilestoneNextReleaseTask.java,1,1
spring-security,None,GitHubMilestoneNextVersionDueTodayTask.java,2,2
spring-security,None,GitHubMilestonePlugin.java,6,8
spring-security,None,Milestone.java,2,3
spring-security,None,NextVersionYml.java,1,1
spring-security,None,DefaultAccessTokenResponseClient.java,0,0
spring-security,None,FormOAuth2AccessTokenMessageConverter.java,0,0
spring-security,None,NimbusUserInfoResponseClient.java,2,4
spring-security,None,OidcUserRequest.java,7,9
spring-security,None,CustomUserTypesOAuth2UserService.java,11,20
spring-security,None,OAuth2UserRequest.java,6,9
spring-security,None,OAuth2UserService.java,5,8
spring-security,None,UserAttributesService.java,0,0
spring-security,None,AccessTokenResponseJackson2Deserializer.java,0,0
spring-security,None,OAuth2Utils.java,0,0
spring-security,None,DefaultLoginPageGeneratingFilter.java,20,48
spring-security,None,HttpStatusReturningLogoutSuccessHandler.java,8,8
spring-security,None,CookieClearingLogoutHandler.java,15,21
spring-security,None,NoPostLogoutRedirectUriProvider.java,0,0
spring-security,None,OidcClientInitiatedLogoutSuccessHandler.java,12,21
spring-security,None,PostLogoutRedirectUriProvider.java,0,0
spring-security,None,StaticLogoutRedirectUriProvider.java,0,0
spring-security,None,Saml2Utils.java,6,6
spring-security,None,MultiTenantAuthenticationManagerResolver.java,2,2
spring-security,None,DaoAuthenticationProvider.java,22,34
spring-security,None,MessageSecurityMetadataSourceRegistry.java,17,25
spring-security,None,MapBasedMethodSecurityMetadataSource.java,16,23
spring-security,None,FilterChainProxy.java,28,51
spring-security,None,WebMvcSecurityConfiguration.java,10,18
spring-security,None,ServerHttpSecurityConfiguration.java,12,20
spring-security,None,CurrentSecurityContext.java,6,6
spring-security,None,CurrentSecurityContextArgumentResolver.java,8,8
spring-security,None,StdConverters.java,3,10
spring-security,None,AbstractUserDetailsReactiveAuthenticationManager.java,11,14
spring-security,None,HttpSessionDestroyedEvent.java,7,17
spring-security,None,PostInvocationAdviceProvider.java,2,16
spring-security,None,WebSecurityConfigurer.java,6,10
spring-security,None,HttpSecurityConfiguration.java,19,19
spring-security,None,PasswordEncoderFactories.java,16,18
spring-security,None,DefaultRelyingPartyRegistrationResolver.java,16,16
spring-security,None,NegatedServerWebExchangeMatcher.java,11,11
spring-security,None,CheckAntoraVersionPlugin.java,0,4
spring-security,None,CheckAntoraVersionTask.java,0,3
spring-security,None,CheckClasspathForProhibitedDependencies.java,0,1
spring-security,None,CheckClasspathForProhibitedDependenciesPlugin.java,0,2
spring-security,None,CheckProhibitedDependenciesLifecyclePlugin.java,0,1
spring-security,None,DemoWebSecConfig.java,0,0
spring-security,None,Saml2AccessDecisionVoter.java,0,0
spring-security,None,RememberMeBeanDefinitionParser.java,10,26
spring-security,None,SwitchUserFilter.java,31,44
spring-security,None,AclPermissionEvaluator.java,9,24
spring-security,None,ServiceProperties.java,8,15
spring-security,None,DefaultServiceAuthenticationDetails.java,15,19
spring-security,None,ServiceAuthenticationDetailsSource.java,14,19
spring-security,None,SCryptPasswordEncoder.java,19,19
spring-security,None,AuthorityUtils.java,8,18
spring-security,None,FirewalledResponse.java,12,17
spring-security,None,ReactiveJWKSJWTProcessor.java,0,0
spring-security,None,ReactiveJWTProcessor.java,0,0
spring-security,None,ReactivePublicKeyJWTProcessor.java,0,0
spring-security,None,ReactiveRemoteJWKSource.java,10,12
spring-security,None,DefaultMethodSecurityExpressionHandler.java,1,35
spring-security,None,ClientCredentialsOAuth2AuthorizedClientProvider.java,8,10
spring-security,None,ClientCredentialsReactiveOAuth2AuthorizedClientProvider.java,9,11
spring-security,None,OAuth2AuthorizedClient.java,4,12
spring-security,None,RefreshTokenOAuth2AuthorizedClientProvider.java,8,10
spring-security,None,RefreshTokenReactiveOAuth2AuthorizedClientProvider.java,9,11
spring-security,None,OAuth2AuthorizedClientResolver.java,1,6
spring-security,None,OAuth2AuthorizationCodeGrantWebFilter.java,10,14
spring-security,None,OAuth2LoginAuthenticationWebFilter.java,4,6
spring-security,None,AuthorityAuthorizationManager.java,15,30
spring-security,None,AbstractAuthenticationFilterConfigurer.java,17,34
spring-security,None,User.java,17,43
spring-security,None,AbstractSecurityExpressionHandler.java,1,18
spring-security,None,SecurityExpressionHandler.java,1,7
spring-security,None,SecurityExpressionRoot.java,3,26
spring-security,None,MethodSecurityEvaluationContext.java,1,18
spring-security,None,PostAuthorizeAuthorizationManager.java,4,13
spring-security,None,PostFilterAuthorizationMethodInterceptor.java,4,7
spring-security,None,PreAuthorizeAuthorizationManager.java,4,12
spring-security,None,PreFilterAuthorizationMethodInterceptor.java,4,7
spring-security,None,DefaultMessageSecurityExpressionHandler.java,1,13
spring-security,None,MessageSecurityExpressionRoot.java,1,12
spring-security,None,DefaultHttpSecurityExpressionHandler.java,3,3
spring-security,None,WebExpressionAuthorizationManager.java,4,4
spring-security,None,WebSecurityExpressionRoot.java,3,19
spring-security,None,ApacheDSContainer.java,11,39
spring-security,None,SpringSecurityCoreVersion.java,5,77
spring-security,None,AnnotationParameterNameDiscoverer.java,9,16
spring-security,None,JdbcUserDetailsManager.java,13,36
spring-security,None,SpringSecurityLdapTemplate.java,14,32
spring-security,None,SimpDestinationMessageMatcher.java,11,25
spring-security,None,ContactDaoSpring.java,4,8
spring-security,None,DataSourcePopulator.java,7,11
spring-security,None,DocumentDaoImpl.java,4,7
spring-security,None,SecureDocumentDaoImpl.java,3,6
spring-security,None,ServletApiController.java,4,6
spring-security,None,FilterInvocation.java,17,31
spring-security,None,IpAddressReactiveAuthorizationManager.java,1,1
spring-security,None,IpAddressServerWebExchangeMatcher.java,3,3
