system, nfr, file, changes_before, changes_after
spring-framework,None,Joinpoint.java,2,6
spring-framework,None,MethodInterceptor.java,7,10
spring-framework,None,MethodInvocation.java,3,6
spring-framework,None,Advisor.java,7,7
spring-framework,None,AfterAdvice.java,2,2
spring-framework,None,AfterReturningAdvice.java,5,6
spring-framework,None,AopInvocationException.java,4,4
spring-framework,None,BeforeAdvice.java,2,2
spring-framework,None,ClassFilter.java,2,4
spring-framework,None,DynamicIntroductionAdvice.java,4,6
spring-framework,None,IntroductionAdvisor.java,4,4
spring-framework,None,IntroductionAwareMethodMatcher.java,8,9
spring-framework,None,IntroductionInfo.java,5,5
spring-framework,None,IntroductionInterceptor.java,2,2
spring-framework,None,MethodBeforeAdvice.java,7,8
spring-framework,None,AnnotationTypeMappings.java,14,17
spring-framework,None,ViewResolverRegistry.java,3,7
spring-framework,None,GroovyMarkupConfig.java,0,0
spring-framework,None,GroovyMarkupConfigurer.java,0,0
spring-framework,None,GroovyMarkupView.java,0,0
spring-framework,None,GroovyMarkupViewResolver.java,0,0
spring-framework,None,package-info.java,0,0
spring-framework,None,GroovyMarkupViewResolver.java,5,9
spring-framework,None,EvalTag.java,11,22
spring-framework,None,InternalSpelExpressionParser.java,5,37
spring-framework,None,HibernateTransactionManager.java,7,27
spring-framework,None,SessionHolder.java,4,10
spring-framework,None,HibernateJpaDialect.java,30,47
spring-framework,None,PropertiesLoaderSupport.java,4,17
spring-framework,None,ParsedSql.java,3,6
spring-framework,None,ApplicationListenerDetector.java,8,10
spring-framework,None,Profile.java,2,12
spring-framework,None,AbstractEnvironment.java,5,56
spring-framework,None,BasicJsonWriter.java,3,7
spring-framework,None,BeanDefinitionParserDelegate.java,3,47
spring-framework,None,PatternMatchUtils.java,6,7
spring-framework,None,DefaultWebClientBuilder.java,4,44
spring-framework,None,WebClient.java,15,100
spring-framework,None,OkHttp3AsyncClientHttpRequest.java,1,7
spring-framework,None,AbstractMessageConverter.java,1,27
spring-framework,None,UtilNamespaceHandler.java,6,11
spring-framework,None,StreamingHttpOutputMessage.java,7,8
spring-framework,None,HttpComponentsHttpInvokerRequestExecutor.java,23,27
spring-framework,None,RequestPredicates.java,54,69
spring-framework,None,HandlerInterceptor.java,15,20
spring-framework,None,RequestPredicates.java,3,24
spring-framework,None,DefaultHandlerExceptionResolver.java,35,55
spring-framework,None,ServletUriComponentsBuilder.java,36,39
spring-framework,None,RedirectView.java,32,46
spring-framework,None,ResourceBundleViewResolver.java,16,19
spring-framework,None,ListableBeanFactory.java,7,24
spring-framework,None,DefaultListableBeanFactory.java,48,100
spring-framework,None,StaticListableBeanFactory.java,6,32
spring-framework,None,AbstractApplicationContext.java,25,96
spring-framework,None,TimerManagerTaskScheduler.java,14,15
spring-framework,None,TaskScheduler.java,7,13
spring-framework,None,Trigger.java,5,8
spring-framework,None,TriggerContext.java,5,9
spring-framework,None,ConcurrentTaskScheduler.java,15,20
spring-framework,None,ReschedulingRunnable.java,10,12
spring-framework,None,ThreadPoolTaskScheduler.java,27,38
spring-framework,None,CronTrigger.java,10,14
spring-framework,None,NoOpTransactionOperations.java,0,0
spring-framework,None,StringUtils.java,45,100
spring-framework,None,DefaultWebClient.java,97,100
spring-framework,None,WebClient.java,81,100
spring-framework,None,HttpHeaders.java,44,100
spring-framework,None,PropertyEditorRegistrySupport.java,28,33
spring-framework,None,CompoundComparator.java,8,17
spring-framework,None,JdbcUtils.java,35,39
spring-framework,None,MethodParameter.java,69,75
spring-framework,None,AbstractEncoderMethodReturnValueHandler.java,11,14
spring-framework,None,TransactionAspectSupport.java,62,76
spring-framework,None,AbstractMessageWriterResultHandler.java,31,41
spring-framework,None,CachedExpressionEvaluator.java,10,13
spring-framework,None,EnableScheduling.java,3,13
spring-framework,None,FunctionReference.java,3,27
spring-framework,None,Jackson2ObjectMapperBuilder.java,68,90
spring-framework,None,Jackson2ObjectMapperFactoryBean.java,47,54
spring-framework,None,Advice.java,1,2
spring-framework,None,AspectException.java,1,5
spring-framework,None,ConstructorInterceptor.java,1,5
spring-framework,None,ConstructorInvocation.java,1,7
spring-framework,None,Interceptor.java,1,5
spring-framework,None,Invocation.java,1,5
spring-framework,None,Joinpoint.java,1,6
spring-framework,None,MethodInterceptor.java,1,10
spring-framework,None,MethodInvocation.java,1,6
spring-framework,None,MethodMatcher.java,4,9
spring-framework,None,ProxyMethodInvocation.java,4,6
spring-framework,None,TargetClassAware.java,4,6
spring-framework,None,TrueMethodMatcher.java,10,14
spring-framework,None,AbstractAspectJAdvice.java,12,42
spring-framework,None,AspectJAfterAdvice.java,7,9
spring-framework,None,AspectJAfterReturningAdvice.java,8,12
spring-framework,None,AspectJAfterThrowingAdvice.java,7,9
spring-framework,None,AspectJAroundAdvice.java,6,11
spring-framework,None,AspectJExpressionPointcut.java,13,38
spring-framework,None,ReactiveTypeHandler.java,5,35
spring-framework,None,package-info.java,7,9
spring-framework,None,AbstractTransactionSupportingCacheManager.java,1,2
spring-framework,None,TransactionAwareCache.java,0,0
spring-framework,None,TransactionAwareCacheManagerProxy.java,8,10
spring-framework,None,AbstractCacheManager.java,15,22
spring-framework,None,CacheDecorator.java,0,0
spring-framework,None,AbstractBeanFactory.java,89,100
spring-framework,None,BeanDefinitionReaderUtils.java,10,12
spring-framework,None,BeanDefinitionValueResolver.java,18,25
spring-framework,None,AntPathMatcher.java,17,69
spring-framework,None,DestinationPatternsMessageCondition.java,1,18
spring-framework,None,SimpAnnotationMethodMessageHandler.java,13,58
spring-framework,None,SimpleBrokerMessageHandler.java,7,37
spring-framework,None,AbstractBrokerRegistration.java,6,13
spring-framework,None,AbstractMessageBrokerConfiguration.java,17,79
spring-framework,None,MessageBrokerRegistry.java,7,25
spring-framework,None,SimpleBrokerRegistration.java,5,14
spring-framework,None,MessageBrokerBeanDefinitionParser.java,20,71
spring-framework,None,ReactorClientHttpConnector.java,37,41
spring-framework,None,RequestContext.java,18,40
spring-framework,None,SelectedValueComparator.java,8,13
spring-framework,None,ValueFormatter.java,3,5
spring-framework,None,EmptyStringToNullEditor.java,0,0
spring-framework,None,ConstructorResolver.java,51,72
spring-framework,None,InstantiationAwareBeanPostProcessor.java,9,11
spring-framework,None,JacksonObjectMapperFactoryBean.java,0,3
spring-framework,None,StringUtils.java,71,100
spring-framework,None,CloseStatus.java,14,20
spring-framework,None,AbstractWebSocketClient.java,22,25
spring-framework,None,ConnectionManagerSupport.java,15,18
spring-framework,None,BeanFactoryMessageChannelDestinationResolver.java,1,7
spring-framework,None,EhCacheFactoryBean.java,1,4
spring-framework,None,Advice.java,2,2
spring-framework,None,AspectException.java,5,5
spring-framework,None,ConstructorInterceptor.java,2,5
spring-framework,None,ConstructorInvocation.java,4,7
spring-framework,None,Interceptor.java,5,5
spring-framework,None,Invocation.java,2,5
spring-framework,None,Joinpoint.java,2,6
spring-framework,None,MethodInterceptor.java,7,10
spring-framework,None,MethodInvocation.java,3,6
spring-framework,None,Advisor.java,7,7
spring-framework,None,AfterAdvice.java,2,2
spring-framework,None,AfterReturningAdvice.java,5,6
spring-framework,None,AopInvocationException.java,4,4
spring-framework,None,BeforeAdvice.java,2,2
spring-framework,None,ClassFilter.java,3,4
spring-framework,None,DynamicIntroductionAdvice.java,4,6
spring-framework,None,IntroductionAdvisor.java,4,4
spring-framework,None,IntroductionAwareMethodMatcher.java,8,9
spring-framework,None,IntroductionInfo.java,5,5
spring-framework,None,IntroductionInterceptor.java,2,2
spring-framework,None,ForwardedHeaderFilter.java,4,55
spring-framework,None,PostProcessorRegistrationDelegate.java,29,33
spring-framework,None,AbstractAutowireCapableBeanFactory.java,100,100
spring-framework,None,CommonAnnotationBeanPostProcessor.java,49,63
spring-framework,None,AbstractFlashMapManager.java,10,28
spring-framework,None,ScriptUtils.java,11,43
spring-framework,None,ProxyFactoryBean.java,10,39
spring-framework,None,EclipseLinkJpaVendorAdapter.java,15,23
spring-framework,None,ConfigurationClass.java,11,36
spring-framework,None,ConfigurationClassBeanDefinitionReader.java,16,67
spring-framework,None,JmsTemplate.java,28,32
spring-framework,None,CronTriggerFactoryBean.java,12,17
spring-framework,None,SimpleTriggerFactoryBean.java,12,17
spring-framework,None,AnnotationConfigGenericWebApplicationContext.java,0,0
spring-framework,None,MethodInterceptor.java,6,10
spring-framework,None,TargetSource.java,12,13
spring-framework,None,AbstractAspectJAdvice.java,22,42
spring-framework,None,AspectJAdviceParameterNameDiscoverer.java,17,31
spring-framework,None,AspectJExpressionPointcut.java,26,38
spring-framework,None,AspectJExpressionPointcutAdvisor.java,12,13
spring-framework,None,AspectJPointcutAdvisor.java,9,13
spring-framework,None,DeclareParentsAdvisor.java,13,14
spring-framework,None,MethodInvocationProceedingJoinPoint.java,14,19
spring-framework,None,SimpleAspectInstanceFactory.java,10,11
spring-framework,None,TypePatternClassFilter.java,10,15
spring-framework,None,AbstractAspectJAdvisorFactory.java,19,29
spring-framework,None,AnnotationAwareAspectJAutoProxyCreator.java,9,10
spring-framework,None,AspectJProxyFactory.java,13,16
spring-framework,None,AspectMetadata.java,10,19
spring-framework,None,BeanFactoryAspectInstanceFactory.java,17,20
spring-framework,None,BeanFactoryAspectJAdvisorsBuilder.java,5,8
spring-framework,None,LazySingletonAspectInstanceFactoryDecorator.java,10,11
spring-framework,None,MetadataAwareAspectInstanceFactory.java,4,6
spring-framework,None,ReflectiveAspectJAdvisorFactory.java,21,33
spring-framework,None,AbstractInterceptorDrivenBeanDefinitionDecorator.java,9,11
spring-framework,None,AopNamespaceUtils.java,6,8
spring-framework,None,SimpleBeanFactoryAwareAspectInstanceFactory.java,8,11
spring-framework,None,AdvisedSupport.java,17,32
spring-framework,None,UrlPathHelper.java,13,80
spring-framework,None,AbstractHandlerMapping.java,7,70
spring-framework,None,Propagation.java,9,13
spring-framework,None,ResponseEntity.java,49,57
spring-framework,None,ExtendedBeanInfo.java,32,40
spring-framework,None,SingletonBeanFactoryLocator.java,11,11
spring-framework,None,YamlProcessor.java,27,39
spring-framework,None,YamlPropertiesFactoryBean.java,8,10
spring-framework,None,package-info.java,6,6
spring-framework,None,BeanDefinitionParserDelegate.java,33,47
spring-framework,None,BeansDtdResolver.java,17,17
spring-framework,None,package-info.java,6,6
spring-framework,None,UrlBasedCorsConfigurationSource.java,4,16
spring-framework,None,UrlBasedCorsConfigurationSource.java,2,23
spring-framework,None,ParsingPathMatcher.java,0,5
spring-framework,None,CaptureTheRestPathElement.java,0,6
spring-framework,None,CaptureVariablePathElement.java,0,6
spring-framework,None,LiteralPathElement.java,0,5
spring-framework,None,PathElement.java,0,4
spring-framework,None,PathPattern.java,0,8
spring-framework,None,PathPatternComparator.java,0,3
spring-framework,None,PathPatternParser.java,0,6
spring-framework,None,PathPatternRegistry.java,0,4
spring-framework,None,PatternComparatorConsideringPath.java,0,3
spring-framework,None,PatternMessage.java,0,3
spring-framework,None,PatternParseException.java,0,3
spring-framework,None,RegexPathElement.java,0,6
spring-framework,None,SeparatorPathElement.java,0,5
spring-framework,None,SingleCharWildcardedPathElement.java,0,5
spring-framework,None,SubSequence.java,0,3
spring-framework,None,WildcardPathElement.java,0,5
spring-framework,None,WildcardTheRestPathElement.java,0,6
spring-framework,None,PathMatchConfigurer.java,0,19
spring-framework,None,WebFluxConfigurationSupport.java,0,61
spring-framework,None,RequestPredicates.java,0,69
spring-framework,None,AbstractHandlerMapping.java,0,35
spring-framework,None,AbstractUrlHandlerMapping.java,0,34
spring-framework,None,ResourceUrlProvider.java,0,40
spring-framework,None,YamlProcessor.java,19,39
spring-framework,None,AspectJAdviceParameterNameDiscoverer.java,19,31
spring-framework,None,MethodInvocationProceedingJoinPoint.java,15,19
spring-framework,None,ReflectiveAspectJAdvisorFactory.java,25,33
spring-framework,None,AspectJPrecedenceComparator.java,11,13
spring-framework,None,AdviceEntry.java,4,5
spring-framework,None,AdvisorEntry.java,4,5
spring-framework,None,AopNamespaceHandler.java,8,9
spring-framework,None,AspectEntry.java,2,3
spring-framework,None,PointcutEntry.java,4,5
spring-framework,None,CglibAopProxy.java,43,60
spring-framework,None,ProxyFactoryBean.java,23,39
spring-framework,None,AspectJAsyncConfiguration.java,8,10
spring-framework,None,AspectJJtaTransactionManagementConfiguration.java,2,4
spring-framework,None,AspectJTransactionManagementConfiguration.java,5,6
spring-framework,None,AbstractNestablePropertyAccessor.java,29,36
spring-framework,None,AbstractPropertyAccessor.java,18,20
spring-framework,None,BeanUtils.java,49,82
spring-framework,None,BeanWrapperImpl.java,40,44
spring-framework,None,CachedIntrospectionResults.java,36,48
spring-framework,None,DirectFieldAccessor.java,19,21
spring-framework,None,DefaultNamespaceHandlerResolver.java,7,18
spring-framework,None,MediaType.java,34,98
spring-framework,None,BeanDefinitionValueResolver.java,23,25
spring-framework,None,ResponseEntityExceptionHandler.java,24,49
spring-framework,None,AbstractMethodReturnValueHandler.java,0,0
spring-framework,None,ResponseMessageMethodReturnValueHandler.java,0,0
spring-framework,None,SendToMethodReturnValueHandler.java,20,44
spring-framework,None,SimpAnnotationMethodMessageHandler.java,16,58
spring-framework,None,ResponseMessage.java,0,0
spring-framework,None,MethodInvocationProceedingJoinPoint.java,16,19
spring-framework,None,AutowiredAnnotationBeanPostProcessor.java,88,100
spring-framework,None,AbstractCacheManager.java,18,22
spring-framework,None,AbstractBeanFactory.java,100,100
spring-framework,None,DefaultHandlerExceptionResolver.java,28,55
spring-framework,None,BeanFactoryUtils.java,9,25
spring-framework,None,AbstractBeanFactory.java,48,100
spring-framework,None,ClassUtils.java,30,89
spring-framework,None,CollectionUtils.java,16,46
spring-framework,None,LinkedCaseInsensitiveMap.java,9,31
spring-framework,None,LinkedMultiValueMap.java,9,29
spring-framework,None,AbstractHandlerMethodMapping.java,6,50
spring-framework,None,SimpleUrlHandlerMapping.java,7,22
spring-framework,None,Operator.java,19,33
spring-framework,None,StandardTypeComparator.java,12,19
spring-framework,None,AbstractHandlerMethodMapping.java,76,83
spring-framework,None,RequestMappingHandlerMapping.java,69,84
spring-framework,None,MetricConstants.java,0,0
spring-framework,None,MetricUtils.java,0,0
spring-framework,None,AbstractAsyncClientHttpRequest.java,5,7
spring-framework,None,AbstractClientHttpRequest.java,9,11
spring-framework,None,HttpComponentsAsyncClientHttpRequestFactory.java,12,18
spring-framework,None,HttpComponentsClientHttpRequestFactory.java,35,49
spring-framework,None,Netty4ClientHttpRequestFactory.java,14,19
spring-framework,None,OkHttp3ClientHttpRequestFactory.java,4,13
spring-framework,None,OkHttpClientHttpRequestFactory.java,9,9
spring-framework,None,SimpleClientHttpRequestFactory.java,15,22
spring-framework,None,AspectMetadata.java,11,19
spring-framework,None,StatementCreatorUtils.java,30,41
spring-framework,None,ServletHttpHandlerAdapter.java,10,57
spring-framework,None,ServletServerHttpRequest.java,7,62
spring-framework,None,ServletServerHttpResponse.java,13,60
spring-framework,None,BridgeMethodResolver.java,23,29
spring-framework,None,MethodInterceptor.java,3,10
spring-framework,None,AspectJExpressionPointcut.java,18,38
spring-framework,None,AspectJExpressionPointcutAdvisor.java,10,13
spring-framework,None,SimpleAspectInstanceFactory.java,8,11
spring-framework,None,TypePatternClassFilter.java,9,15
spring-framework,None,AbstractAspectJAdvisorFactory.java,14,29
spring-framework,None,AnnotationAwareAspectJAutoProxyCreator.java,8,10
spring-framework,None,AspectJProxyFactory.java,10,16
spring-framework,None,AspectMetadata.java,8,19
spring-framework,None,BeanFactoryAspectInstanceFactory.java,13,20
spring-framework,None,BeanFactoryAspectJAdvisorsBuilder.java,4,8
spring-framework,None,LazySingletonAspectInstanceFactoryDecorator.java,8,11
spring-framework,None,MetadataAwareAspectInstanceFactory.java,3,6
spring-framework,None,ReflectiveAspectJAdvisorFactory.java,14,33
spring-framework,None,AbstractInterceptorDrivenBeanDefinitionDecorator.java,8,11
spring-framework,None,AopProxyUtils.java,10,31
spring-framework,None,CglibAopProxy.java,24,60
spring-framework,None,JdkDynamicAopProxy.java,12,27
spring-framework,None,ProxyProcessorSupport.java,5,11
spring-framework,None,AfterReturningAdviceInterceptor.java,8,11
spring-framework,None,AbstractAdvisorAutoProxyCreator.java,7,15
spring-framework,None,AbstractAutoProxyCreator.java,19,49
spring-framework,None,DefaultAdvisorAutoProxyCreator.java,9,14
spring-framework,None,CustomizableTraceInterceptor.java,8,18
spring-framework,None,CollectionFactory.java,25,48
spring-framework,None,ReflectiveAspectJAdvisorFactory.java,1,33
spring-framework,None,BooleanComparator.java,1,12
spring-framework,None,ComparableComparator.java,1,9
spring-framework,None,CompoundComparator.java,1,17
spring-framework,None,ConvertingComparator.java,0,0
spring-framework,None,InstanceComparator.java,0,15
spring-framework,None,InvertibleComparator.java,1,12
spring-framework,None,NullSafeComparator.java,1,18
spring-framework,None,MethodParameterHttpMessageConverter.java,0,2
spring-framework,None,Jackson2ObjectMapperFactoryBean.java,14,54
spring-framework,None,JacksonSerializationValue.java,0,0
spring-framework,None,MappingJackson2HttpMessageConverter.java,22,49
spring-framework,None,AbstractMessageConverterMethodProcessor.java,9,82
spring-framework,None,MappingJackson2JsonView.java,14,47
spring-framework,None,CollectionFactory.java,41,48
spring-framework,None,AopProxyUtils.java,21,31
spring-framework,None,AbstractAspectJAdvice.java,10,42
spring-framework,None,AspectJExpressionPointcut.java,10,38
spring-framework,None,AspectJExpressionPointcutAdvisor.java,9,13
spring-framework,None,AbstractAdvisingBeanPostProcessor.java,10,24
spring-framework,None,AdvisorChainFactory.java,3,6
spring-framework,None,CglibAopProxy.java,13,60
spring-framework,None,DefaultAdvisorChainFactory.java,8,18
spring-framework,None,JdkDynamicAopProxy.java,9,27
spring-framework,None,ProxyFactory.java,6,10
spring-framework,None,ProxyFactoryBean.java,10,39
spring-framework,None,AbstractAutoProxyCreator.java,12,49
spring-framework,None,BeanNameAutoProxyCreator.java,5,13
spring-framework,None,LazyInitTargetSourceCreator.java,3,7
spring-framework,None,AsyncExecutionAspectSupport.java,12,40
spring-framework,None,AsyncExecutionInterceptor.java,14,29
spring-framework,None,CustomizableTraceInterceptor.java,7,18
spring-framework,None,AopUtils.java,5,30
spring-framework,None,DefaultIntroductionAdvisor.java,9,27
spring-framework,None,IntroductionInfoSupport.java,7,12
spring-framework,None,NameMatchMethodPointcut.java,9,26
spring-framework,None,NameMatchMethodPointcutAdvisor.java,8,10
spring-framework,None,RegexpMethodPointcutAdvisor.java,8,13
spring-framework,None,AbstractBeanFactoryBasedTargetSource.java,8,20
spring-framework,None,MySQLMaxValueIncrementer.java,2,10
spring-framework,None,SimpleStreamingClientHttpRequest.java,13,19
spring-framework,None,MessagingMessageListenerAdapterFactory.java,0,0
spring-framework,None,MethodJmsListenerEndpoint.java,22,29
spring-framework,None,SimpMessagingTemplate.java,32,35
spring-framework,None,DefaultUserDestinationResolver.java,32,36
spring-framework,None,AbstractRoutingDataSource.java,8,17
spring-framework,None,UrlPathHelper.java,39,80
spring-framework,None,HandlerAdapter.java,4,15
spring-framework,None,StringUtils.java,33,100
spring-framework,None,AspectMetadata.java,8,19
spring-framework,None,RestTemplate.java,89,100
spring-framework,None,ResourceHttpRequestHandler.java,39,100
spring-framework,None,AbstractWebSocketSession.java,8,21
spring-framework,None,InvocableHandlerMethod.java,27,45
spring-framework,None,WebSocketMessage.java,3,13
spring-framework,None,NettyWebSocketSessionSupport.java,3,7
spring-framework,None,ReactorNettyWebSocketSession.java,6,16
spring-framework,None,AspectJWeaverMessageHandler.java,7,8
spring-framework,None,BeanFactoryAspectInstanceFactory.java,7,20
spring-framework,None,SimpleMetadataAwareAspectInstanceFactory.java,7,11
spring-framework,None,SingletonMetadataAwareAspectInstanceFactory.java,7,11
spring-framework,None,Advised.java,5,11
spring-framework,None,AdvisedSupport.java,8,32
spring-framework,None,CglibAopProxy.java,8,60
spring-framework,None,ProxyFactory.java,5,10
spring-framework,None,BeanFactoryAdvisorRetrievalHelper.java,4,12
spring-framework,None,AsyncExecutionAspectSupport.java,8,40
spring-framework,None,AsyncExecutionInterceptor.java,9,29
spring-framework,None,ScopedProxyUtils.java,4,18
spring-framework,None,MethodMatchers.java,8,30
spring-framework,None,CachedIntrospectionResults.java,10,48
spring-framework,None,ExtendedBeanInfo.java,13,40
spring-framework,None,GenericTypeAwarePropertyDescriptor.java,6,19
spring-framework,None,TypeConverterDelegate.java,9,34
spring-framework,None,BeanFactoryUtils.java,7,25
spring-framework,None,AnnotatedGenericBeanDefinition.java,7,13
spring-framework,None,AutowiredAnnotationBeanPostProcessor.java,15,100
spring-framework,None,InjectionMetadata.java,5,28
spring-framework,None,Netty4ClientHttpRequestFactory.java,9,19
spring-framework,None,ClientHttpResponse.java,5,16
spring-framework,None,ClientResponse.java,10,46
spring-framework,None,DefaultClientResponse.java,11,41
spring-framework,None,DefaultWebClient.java,33,100
spring-framework,None,WebClient.java,27,100
spring-framework,None,SpelMessage.java,21,34
spring-framework,None,Indexer.java,33,36
spring-framework,None,FutureAdapter.java,4,14
spring-framework,None,DefaultConversionService.java,21,21
spring-framework,None,StringToPatternConverter.java,0,0
spring-framework,None,FormHttpMessageConverter.java,25,78
spring-framework,None,StompBrokerRelayMessageHandler.java,20,100
spring-framework,None,StatementCreatorUtils.java,14,41
spring-framework,None,MethodParameter.java,27,75
spring-framework,None,KotlinUtils.java,0,3
spring-framework,None,AbstractNamedValueMethodArgumentResolver.java,9,32
spring-framework,None,AbstractNamedValueMethodArgumentResolver.java,14,30
spring-framework,None,RequestPartMethodArgumentResolver.java,22,42
spring-framework,None,DefaultSubscriptionRegistryBenchmark.java,0,3
spring-framework,None,DefaultSubscriptionRegistry.java,44,50
spring-framework,None,DefaultListableBeanFactory.java,100,100
spring-framework,None,BeanMethodBeanDefinition.java,0,0
spring-framework,None,ConfigurationClassBeanDefinitionReader.java,25,67
spring-framework,None,ResponseEntityBuilder.java,0,3
spring-framework,None,AsyncExecutionAspectSupport.java,13,40
spring-framework,None,CommonsPoolTargetSource.java,12,13
spring-framework,None,SpringConfiguredConfiguration.java,4,8
spring-framework,None,GroovyBeanDefinitionReader.java,10,17
spring-framework,None,BeanWrapperImpl.java,24,44
spring-framework,None,BeanFactory.java,9,28
spring-framework,None,BeanFactoryUtils.java,8,25
spring-framework,None,PropertyPlaceholderConfigurer.java,10,24
spring-framework,None,YamlProcessor.java,8,39
spring-framework,None,AbstractAutowireCapableBeanFactory.java,40,100
spring-framework,None,BeanDefinitionBuilder.java,9,33
spring-framework,None,BeanDefinitionReaderUtils.java,4,12
spring-framework,None,DefaultListableBeanFactory.java,57,100
spring-framework,None,DefaultSingletonBeanRegistry.java,20,45
spring-framework,None,AbstractBeanDefinitionParser.java,8,14
spring-framework,None,BeansDtdResolver.java,7,17
spring-framework,None,GuavaCache.java,7,10
spring-framework,None,AbstractJCacheConfiguration.java,4,14
spring-framework,None,DefaultJCacheOperationSource.java,8,16
spring-framework,None,AbstractJackson2Decoder.java,38,46
spring-framework,None,AbstractJackson2Encoder.java,45,55
spring-framework,None,AbstractJackson2HttpMessageConverter.java,75,84
spring-framework,None,RequestMappingInfo.java,19,33
spring-framework,None,StringUtils.java,18,2
"C:\Users\Anderson Oliveira\AppData\Local\Programs\Python\Python36\python.exe" "C:/Users/Anderson Oliveira/PycharmProjects/nfr-finder-2/check_changed.py"
spring-boot,Maintainability,AtomikosProperties.java,15,16
spring-boot,Maintainability,ConfigurationPropertiesReportEndpoint.java,53,60
spring-boot,Maintainability,TomcatEmbeddedContext.java,8,23
spring-boot,Maintainability,TomcatReactiveWebServerFactory.java,19,54
spring-boot,Maintainability,TomcatServletWebServerFactory.java,33,85
spring-boot,Maintainability,DurationStyle.java,4,16
spring-boot,Maintainability,DeferredLog.java,10,17
spring-boot,Maintainability,JettyReactiveWebServerFactory.java,20,30
spring-boot,Maintainability,JettyServletWebServerFactory.java,28,68
spring-boot,Maintainability,TomcatReactiveWebServerFactory.java,34,54
spring-boot,Maintainability,TomcatServletWebServerFactory.java,48,85
spring-boot,Maintainability,ConditionsReportEndpoint.java,10,20
spring-boot,Maintainability,EndpointDiscoverer.java,16,44
spring-boot,Maintainability,PathMapper.java,6,12
spring-boot,Maintainability,CassandraAutoConfiguration.java,10,53
spring-boot,Maintainability,ServletContextInitializer.java,6,9
spring-boot,Maintainability,Token.java,6,12
spring-boot,Maintainability,AuditEvent.java,6,11
spring-boot,Maintainability,AuthenticationAuditListener.java,1,12
spring-boot,Maintainability,RabbitProperties.java,10,83
spring-boot,Maintainability,RedisConnectionConfiguration.java,3,27
spring-boot,Maintainability,DataSourceBeanCreationFailureAnalyzer.java,3,14
spring-boot,Maintainability,JpaProperties.java,8,22
spring-boot,Maintainability,AbstractSessionCondition.java,2,8
spring-boot,Maintainability,ServerProperties.java,18,100
spring-boot,Maintainability,InitializrService.java,3,10
spring-boot,Maintainability,RemoteUrlPropertyExtractor.java,3,8
spring-boot,Maintainability,DescriptionExtractor.java,5,6
spring-boot,Maintainability,JavaCompilerFieldValuesParser.java,4,17
spring-boot,Maintainability,JarWriter.java,6,29
spring-boot,Maintainability,PropertiesLauncher.java,4,41
spring-boot,Maintainability,JarFileArchive.java,3,19
spring-boot,Maintainability,BeanDefinitionLoader.java,2,31
spring-boot,Maintainability,ImageBanner.java,4,17
spring-boot,Maintainability,ConfigFileApplicationListener.java,4,100
spring-boot,Maintainability,NoUniqueBeanDefinitionFailureAnalyzer.java,3,11
spring-boot,Maintainability,DataSourceBuilder.java,1,35
spring-boot,Maintainability,SpringPropertyAction.java,2,9
spring-boot,Maintainability,AbstractFilterRegistrationBean.java,3,28
spring-boot,Maintainability,CaffeineCacheConfiguration.java,3,6
spring-boot,Maintainability,CorsEndpointProperties.java,0,8
spring-boot,Maintainability,WebFluxEndpointManagementContextConfiguration.java,5,36
spring-boot,Maintainability,WebMvcEndpointManagementContextConfiguration.java,6,35
spring-boot,Maintainability,ErrorProperties.java,12,15
spring-boot,Maintainability,DefaultErrorAttributes.java,29,36
spring-boot,Maintainability,DefaultErrorAttributes.java,15,26
spring-boot,Maintainability,KafkaProperties.java,56,82
spring-boot,Maintainability,ConfigFileApplicationListener.java,8,100
spring-boot,Maintainability,PropertySourceLoader.java,4,10
spring-boot,Maintainability,Neo4jHealthIndicatorAutoConfiguration.java,1,8
spring-boot,Maintainability,Neo4jHealthIndicatorProperties.java,0,0
spring-boot,Maintainability,Neo4jHealthIndicator.java,1,14
spring-boot,Maintainability,ElasticSearchRestHealthContributorAutoConfiguration.java,3,15
spring-boot,Maintainability,ElasticsearchDataAutoConfiguration.java,11,21
spring-boot,Maintainability,ReactiveElasticsearchRestClientAutoConfiguration.java,0,12
spring-boot,Maintainability,ReactiveElasticsearchRestClientProperties.java,0,3
spring-boot,Maintainability,ElasticsearchRestClientAutoConfiguration.java,0,15
spring-boot,Maintainability,ElasticsearchRestClientConfigurations.java,0,28
spring-boot,Maintainability,ElasticsearchRestClientProperties.java,0,5
spring-boot,Maintainability,RestClientBuilderCustomizer.java,0,6
spring-boot,Maintainability,package-info.java,0,1
spring-boot,Maintainability,WebMvcProperties.java,19,53
spring-boot,Maintainability,RequestFactoryCustomizer.java,0,0
spring-boot,Maintainability,RestTemplateBuilder.java,18,54
spring-boot,Maintainability,ResourceProperties.java,0,36
spring-boot,Maintainability,WebMvcAutoConfiguration.java,0,100
spring-boot,Security,SpringBootCondition.java,18,22
spring-boot,Security,JettyEmbeddedServletContainerFactory.java,66,89
spring-boot,Security,ReactiveOAuth2ResourceServerJwkConfiguration.java,19,33
spring-boot,Security,OAuth2ResourceServerJwtConfiguration.java,16,38
spring-boot,Security,EndpointWebMvcAutoConfiguration.java,42,99
spring-boot,Security,Sanitizer.java,6,30
spring-boot,Security,Ssl.java,3,11
spring-boot,Security,SessionAutoConfiguration.java,13,53
spring-boot,Security,MongoProperties.java,7,45
